Sno,BHK,Property,Beds,Baths,Balcony,Address,City,State,Country,Landmarks
1,6,Single Family,6,5,1,1867 N Burling Street,Chicago,IL,USA,Lincoln Park
2,10,Single Family,10,8,1,2026 N Kenmore Avenue,Chicago,IL,USA,Lincoln Park
3,3,Condominium,3,4,1,"500 W Superior Street, #2703",Chicago,IL,USA,Near North Side
4,6,Single Family,6,6,1,52 E BELLEVUE Place,Chicago,IL,USA,Near North Side
5,5,Single Family,5,6,,1970 N Burling Street,Chicago,IL,USA,Lincoln Park
6,6,Single Family,6,6,1,1521 N State Parkway,Chicago,IL,USA,Near North Side
7,3,Condominium,3,3,2,"159 E WALTON Place, #31A",Chicago,IL,USA,Near North Side
8,5,Single Family,5,5,,2325 N Cleveland Avenue,Chicago,IL,USA,Lincoln Park
9,3,Condominium,3,3,,"159 E Walton Place, #22A",Chicago,IL,USA,Near North Side
10,4,Condominium,4,4,2,"9 W Walton Street, #2902",Chicago,IL,USA,Near North Side
11,5,Single Family,5,4,2,1856 N Mohawk Street,Chicago,IL,USA,Lincoln Park
12,4,Single Family,4,4,1,401 W Dickens Avenue,Chicago,IL,USA,Lincoln Park
13,6,Single Family,6,5,,362 Copa De Oro Rd,Los Angeles,CA,USA,Los Angeles
14,9,Single Family,9,13,,10936 Chalon Rd,Los Angeles,CA,USA,Los Angeles
15,9,Estate,9,13,1,1859 Bel Air Rd,Los Angeles,CA,USA,Los Angeles
16,6,Single Family,6,6,2,0 Copa De Oro Rd,Los Angeles,CA,USA,Los Angeles
17,5,Estate,5,8,,1680 N Doheny Dr,Los Angeles,CA,USA,Los Angeles
18,6,Single Family,6,9,2,615 N Faring Rd,Los Angeles,CA,USA,Los Angeles
19,5,Single Family,5,6,2,10801 Chalon Rd,Los Angeles,CA,USA,Los Angeles
20,6,Single Family,6,4,1,1504 N Kenter Ave,Los Angeles,CA,USA,Los Angeles
21,6,Single Family,6,7,1,1055 Stradella Rd,Los Angeles,CA,USA,Los Angeles
22,32,multi-unit,32,42,1,2391 Roscomare Rd,Los Angeles,CA,USA,Los Angeles
23,8,Single Family,8,12,1,10710 Chalon Rd,Los Angeles,CA,USA,Los Angeles
24,1,Single Family,1,1,2,2125 Puerto Del Mundo,CA,CA,USA,Fallbrook
25,5,Single Family,5,4,,35 Payne,Portland,CT,USA,Portland
26,2,Co-op,2,1,,"2440 Amsterdam Avenue, #5N",New York,NY,USA,Washington Heights
27,6,Single Family,6,4,1,863 Riverside Drive,New York,NY,USA,Washington Heights
28,4,Co-op,4,4,,"CASTLE VILLAGE, #40/48/49",New York,NY,USA,Hudson Heights
29,4,Co-op,4,3,1,"140 Cabrini Boulevard 111-112, #111112",New York,NY,USA,Hudson Heights
30,6,Single Family,6,4,,912 St Nicholas Avenue,New York,NY,USA,Washington Heights
31,623,,623,,1,"THE RIVIERA, #11G",New York,NY,USA,Washington Heights
32,15,Villas / Townhouses,15,6,1,546 West 165th Street,New York,NY,USA,Washington Heights
33,6,Single Family,6,3,1,549 West 187th Street,New York,NY,USA,Washington Heights
34,2,Single Family,2,2,1,11 Sylvan Terrace,New York,NY,USA,Washington Heights
35,4,Co-op,4,3,,"800 Riverside Drive 6E, #6E",New York,NY,USA,Washington Heights
36,623,,623,,,"AMMANN, #PH8A",New York,NY,USA,Hudson Heights
37,578,Land/Lot,578,,2,5 Red Rock Island,San Francisco,CA,USA,San Francisco
38,3,Condominium,3,3,2,"338 Spear Street, #35D",San Francisco,CA,USA,San Francisco
39,2,Condominium,2,2,1,"239 Brannan Street, #10G",San Francisco,CA,USA,San Francisco
40,2,Condominium,2,1,,211 Cole Street,San Francisco,CA,USA,San Francisco
41,2,Condominium,2,1,2,209 Cole Street,San Francisco,CA,USA,San Francisco
42,2,Condominium,2,2,,"72 Townsend Street, #402",San Francisco,CA,USA,San Francisco
43,3,Single Family,3,2,2,509 Liberty Avenue,Brooklyn,NY,USA,East New York
44,10,Single Family,10,4,1,321 Milford Street,Brooklyn,NY,USA,East New York
45,9,Villas / Townhouses,9,6,,619 Emerald Street,Brooklyn,NY,USA,East New York
46,10,Single Family,10,4,1,750 Glenmore Avenue,Brooklyn,NY,USA,East New York
47,8,Single Family,8,3,2,297 Pennsylvania Avenue,Brooklyn,NY,USA,East New York
48,6,Single Family,6,3,1,690 Vermont Street,Brooklyn,NY,USA,East New York
49,7,Single Family,7,3,,427 Pennsylvania Avenue,Brooklyn,NY,USA,East New York
50,4,Single Family,4,3,2,914 Pine Street,Brooklyn,NY,USA,East New York
51,7,Single Family,7,3,,731 Wyona Street,Brooklyn,NY,USA,East New York
52,2,Condominium,2,2,,Four Seasons Private Residences Lake Austin,Austin,TX,USA,Lake Austin
53,1,Condo,1,1,2,"832 W Oakdale Ave Unit 1G,",Chicago,IL,USA,2.5% buyer's agent fee
54,1,Condo,1,1,2,"819 E 53rd St #3,",Chicago,IL,USA,CHI - Hyde Park
55,2,Condo,2,2,2,"3944 N Claremont Ave #307,",Chicago,IL,USA,Has A/C
56,1,Condo,1,1,2,"1030 N State St Unit 41A,",Chicago,IL,USA,In-unit laundry (washer and dryer)
57,1,Condo,1,15,2,"645 N Kingsbury St #1003,",Chicago,IL,USA,Has A/C
58,3,Condo,3,2,2,"1159 N Hudson St Unit 1-101,",Chicago,IL,USA,Has A/C
59,3,Single-family,3,2,2,"6502 34th Ave NW,",Seattle,WA,USA,Sunset Hill
60,5,Single-family,5,4,2,"106 NW 101st St,",Seattle,WA,USA,Has A/C
61,1,,1,1,2,"312 W 5th St #507,",Los Angeles,CA,USA,
62,5,Single-family,5,3,2,"2458 Calle Tortuosa,",San Diego,CA,USA,2% buyer's agent fee
63,3,Single-family,3,15,2,"15680 SE Wallace Rd,",Milwaukie,OR,USA,"145 - Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada"
64,2,Townhome,2,25,2,"4264 N Longview Ave,",Portland,OR,USA,OVERLOOK
65,2,Condo,2,2,2,"1025 1st St SE #915,",Washington,DC,USA,Has A/C
66,4,Townhome,4,35,2,"1210 Queen St NE #2,",Washington,DC,USA,Has A/C
67,3,Single-family,3,3,2,"162 Southwood Dr,",San Francisco,CA,USA,
68,3,Single-family,3,3,2,"219 Ralston St,",San Francisco,CA,USA,SF District 3
69,3,Single-family,3,2,2,"5878 Macadam Ct,",SAN JOSE,CA,USA,2.5% buyer's agent fee
70,4,Single-family,4,25,2,"4001 Silver Creek Rd,",SAN JOSE,CA,USA,0.25% buyer's agent fee
71,2,Condo,2,2,2,"13604 Caldwell Dr #29,",Austin,TX,USA,Has A/C
72,3,Single-family,3,2,2,"1615 Glencrest Dr,",Austin,TX,USA,In-unit laundry (washer and dryer)
73,3,Single-family,3,2,2,"10668 Windrose Point Ave,",Las Vegas,NV,USA,Has A/C
74,4,Single-family,4,3,2,"4617 Ashington St,",Las Vegas,NV,USA,Has A/C
75,6,Single Family,6,5,1,1867 N Burling Street,Chicago,IL,USA,Lincoln Park
76,10,Single Family,10,8,1,2026 N Kenmore Avenue,Chicago,IL,USA,Lincoln Park
77,3,Condominium,3,4,1,"500 W Superior Street, #2703",Chicago,IL,USA,Near North Side
78,6,Single Family,6,6,1,52 E BELLEVUE Place,Chicago,IL,USA,Near North Side
79,5,Single Family,5,6,,1970 N Burling Street,Chicago,IL,USA,Lincoln Park
80,6,Single Family,6,6,1,1521 N State Parkway,Chicago,IL,USA,Near North Side
81,3,Condominium,3,3,2,"159 E WALTON Place, #31A",Chicago,IL,USA,Near North Side
82,5,Single Family,5,5,,2325 N Cleveland Avenue,Chicago,IL,USA,Lincoln Park
83,3,Condominium,3,3,,"159 E Walton Place, #22A",Chicago,IL,USA,Near North Side
84,4,Condominium,4,4,2,"9 W Walton Street, #2902",Chicago,IL,USA,Near North Side
85,5,Single Family,5,4,2,1856 N Mohawk Street,Chicago,IL,USA,Lincoln Park
86,4,Single Family,4,4,1,401 W Dickens Avenue,Chicago,IL,USA,Lincoln Park
87,6,Single Family,6,5,,362 Copa De Oro Rd,Los Angeles,CA,USA,Los Angeles
88,9,Single Family,9,13,,10936 Chalon Rd,Los Angeles,CA,USA,Los Angeles
89,9,Estate,9,13,1,1859 Bel Air Rd,Los Angeles,CA,USA,Los Angeles
90,6,Single Family,6,6,2,0 Copa De Oro Rd,Los Angeles,CA,USA,Los Angeles
91,5,Estate,5,8,,1680 N Doheny Dr,Los Angeles,CA,USA,Los Angeles
92,6,Single Family,6,9,2,615 N Faring Rd,Los Angeles,CA,USA,Los Angeles
93,5,Single Family,5,6,2,10801 Chalon Rd,Los Angeles,CA,USA,Los Angeles
94,6,Single Family,6,4,1,1504 N Kenter Ave,Los Angeles,CA,USA,Los Angeles
95,6,Single Family,6,7,1,1055 Stradella Rd,Los Angeles,CA,USA,Los Angeles
96,32,multi-unit,32,42,1,2391 Roscomare Rd,Los Angeles,CA,USA,Los Angeles
97,8,Single Family,8,12,1,10710 Chalon Rd,Los Angeles,CA,USA,Los Angeles
98,1,Single Family,1,1,2,2125 Puerto Del Mundo,CA,CA,USA,Fallbrook
99,5,Single Family,5,4,,35 Payne,Portland,CT,USA,Portland
100,2,Co-op,2,1,,"2440 Amsterdam Avenue, #5N",New York,NY,USA,Washington Heights
101,6,Single Family,6,4,1,863 Riverside Drive,New York,NY,USA,Washington Heights
102,4,Co-op,4,4,,"CASTLE VILLAGE, #40/48/49",New York,NY,USA,Hudson Heights
103,4,Co-op,4,3,1,"140 Cabrini Boulevard 111-112, #111112",New York,NY,USA,Hudson Heights
104,6,Single Family,6,4,,912 St Nicholas Avenue,New York,NY,USA,Washington Heights
105,623,,623,,1,"THE RIVIERA, #11G",New York,NY,USA,Washington Heights
106,15,Villas / Townhouses,15,6,1,546 West 165th Street,New York,NY,USA,Washington Heights
107,6,Single Family,6,3,1,549 West 187th Street,New York,NY,USA,Washington Heights
108,2,Single Family,2,2,1,11 Sylvan Terrace,New York,NY,USA,Washington Heights
109,4,Co-op,4,3,,"800 Riverside Drive 6E, #6E",New York,NY,USA,Washington Heights
110,623,,623,,,"AMMANN, #PH8A",New York,NY,USA,Hudson Heights
111,578,Land/Lot,578,,2,5 Red Rock Island,San Francisco,CA,USA,San Francisco
112,3,Condominium,3,3,2,"338 Spear Street, #35D",San Francisco,CA,USA,San Francisco
113,2,Condominium,2,2,1,"239 Brannan Street, #10G",San Francisco,CA,USA,San Francisco
114,2,Condominium,2,1,,211 Cole Street,San Francisco,CA,USA,San Francisco
115,2,Condominium,2,1,2,209 Cole Street,San Francisco,CA,USA,San Francisco
116,2,Condominium,2,2,,"72 Townsend Street, #402",San Francisco,CA,USA,San Francisco
117,3,Single Family,3,2,2,509 Liberty Avenue,Brooklyn,NY,USA,East New York
118,10,Single Family,10,4,1,321 Milford Street,Brooklyn,NY,USA,East New York
119,9,Villas / Townhouses,9,6,,619 Emerald Street,Brooklyn,NY,USA,East New York
120,10,Single Family,10,4,1,750 Glenmore Avenue,Brooklyn,NY,USA,East New York
121,8,Single Family,8,3,2,297 Pennsylvania Avenue,Brooklyn,NY,USA,East New York
122,6,Single Family,6,3,1,690 Vermont Street,Brooklyn,NY,USA,East New York
123,7,Single Family,7,3,,427 Pennsylvania Avenue,Brooklyn,NY,USA,East New York
124,4,Single Family,4,3,2,914 Pine Street,Brooklyn,NY,USA,East New York
125,7,Single Family,7,3,,731 Wyona Street,Brooklyn,NY,USA,East New York
126,2,Condominium,2,2,,Four Seasons Private Residences Lake Austin,Austin,TX,USA,Lake Austin
127,1,Condo,1,1,2,"832 W Oakdale Ave Unit 1G,",Chicago,IL,USA,2.5% buyer's agent fee
128,1,Condo,1,1,2,"819 E 53rd St #3,",Chicago,IL,USA,CHI - Hyde Park
129,2,Condo,2,2,2,"3944 N Claremont Ave #307,",Chicago,IL,USA,Has A/C
130,1,Condo,1,1,2,"1030 N State St Unit 41A,",Chicago,IL,USA,In-unit laundry (washer and dryer)
131,1,Condo,1,15,2,"645 N Kingsbury St #1003,",Chicago,IL,USA,Has A/C
132,3,Condo,3,2,2,"1159 N Hudson St Unit 1-101,",Chicago,IL,USA,Has A/C
133,3,Single-family,3,2,2,"6502 34th Ave NW,",Seattle,WA,USA,Sunset Hill
134,5,Single-family,5,4,2,"106 NW 101st St,",Seattle,WA,USA,Has A/C
135,1,,1,1,2,"312 W 5th St #507,",Los Angeles,CA,USA,
136,5,Single-family,5,3,2,"2458 Calle Tortuosa,",San Diego,CA,USA,2% buyer's agent fee
137,3,Single-family,3,15,2,"15680 SE Wallace Rd,",Milwaukie,OR,USA,"145 - Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada"
138,2,Townhome,2,25,2,"4264 N Longview Ave,",Portland,OR,USA,OVERLOOK
139,2,Condo,2,2,2,"1025 1st St SE #915,",Washington,DC,USA,Has A/C
140,4,Townhome,4,35,2,"1210 Queen St NE #2,",Washington,DC,USA,Has A/C
141,3,Single-family,3,3,2,"162 Southwood Dr,",San Francisco,CA,USA,
142,3,Single-family,3,3,2,"219 Ralston St,",San Francisco,CA,USA,SF District 3
143,3,Single-family,3,2,2,"5878 Macadam Ct,",SAN JOSE,CA,USA,2.5% buyer's agent fee
144,4,Single-family,4,25,2,"4001 Silver Creek Rd,",SAN JOSE,CA,USA,0.25% buyer's agent fee
145,2,Condo,2,2,2,"13604 Caldwell Dr #29,",Austin,TX,USA,Has A/C
146,3,Single-family,3,2,2,"1615 Glencrest Dr,",Austin,TX,USA,In-unit laundry (washer and dryer)
147,3,Single-family,3,2,2,"10668 Windrose Point Ave,",Las Vegas,NV,USA,Has A/C
148,4,Single-family,4,3,2,"4617 Ashington St,",Las Vegas,NV,USA,Has A/C
149,6,Single Family,6,5,1,1867 N Burling Street,Chicago,IL,USA,Lincoln Park
150,10,Single Family,10,8,1,2026 N Kenmore Avenue,Chicago,IL,USA,Lincoln Park
151,3,Condominium,3,4,1,"500 W Superior Street, #2703",Chicago,IL,USA,Near North Side
152,6,Single Family,6,6,1,52 E BELLEVUE Place,Chicago,IL,USA,Near North Side
153,5,Single Family,5,6,,1970 N Burling Street,Chicago,IL,USA,Lincoln Park
154,6,Single Family,6,6,1,1521 N State Parkway,Chicago,IL,USA,Near North Side
155,3,Condominium,3,3,2,"159 E WALTON Place, #31A",Chicago,IL,USA,Near North Side
156,5,Single Family,5,5,,2325 N Cleveland Avenue,Chicago,IL,USA,Lincoln Park
157,3,Condominium,3,3,,"159 E Walton Place, #22A",Chicago,IL,USA,Near North Side
158,4,Condominium,4,4,2,"9 W Walton Street, #2902",Chicago,IL,USA,Near North Side
159,5,Single Family,5,4,2,1856 N Mohawk Street,Chicago,IL,USA,Lincoln Park
160,4,Single Family,4,4,1,401 W Dickens Avenue,Chicago,IL,USA,Lincoln Park
161,6,Single Family,6,5,,362 Copa De Oro Rd,Los Angeles,CA,USA,Los Angeles
162,9,Single Family,9,13,,10936 Chalon Rd,Los Angeles,CA,USA,Los Angeles
163,9,Estate,9,13,1,1859 Bel Air Rd,Los Angeles,CA,USA,Los Angeles
164,6,Single Family,6,6,2,0 Copa De Oro Rd,Los Angeles,CA,USA,Los Angeles
165,5,Estate,5,8,,1680 N Doheny Dr,Los Angeles,CA,USA,Los Angeles
166,6,Single Family,6,9,2,615 N Faring Rd,Los Angeles,CA,USA,Los Angeles
167,5,Single Family,5,6,2,10801 Chalon Rd,Los Angeles,CA,USA,Los Angeles
168,6,Single Family,6,4,1,1504 N Kenter Ave,Los Angeles,CA,USA,Los Angeles
169,6,Single Family,6,7,1,1055 Stradella Rd,Los Angeles,CA,USA,Los Angeles
170,32,multi-unit,32,42,1,2391 Roscomare Rd,Los Angeles,CA,USA,Los Angeles
171,8,Single Family,8,12,1,10710 Chalon Rd,Los Angeles,CA,USA,Los Angeles
172,1,Single Family,1,1,2,2125 Puerto Del Mundo,CA,CA,USA,Fallbrook
173,5,Single Family,5,4,,35 Payne,Portland,CT,USA,Portland
174,2,Co-op,2,1,,"2440 Amsterdam Avenue, #5N",New York,NY,USA,Washington Heights
175,6,Single Family,6,4,1,863 Riverside Drive,New York,NY,USA,Washington Heights
176,4,Co-op,4,4,,"CASTLE VILLAGE, #40/48/49",New York,NY,USA,Hudson Heights
177,4,Co-op,4,3,1,"140 Cabrini Boulevard 111-112, #111112",New York,NY,USA,Hudson Heights
178,6,Single Family,6,4,,912 St Nicholas Avenue,New York,NY,USA,Washington Heights
179,623,,623,,1,"THE RIVIERA, #11G",New York,NY,USA,Washington Heights
180,15,Villas / Townhouses,15,6,1,546 West 165th Street,New York,NY,USA,Washington Heights
181,6,Single Family,6,3,1,549 West 187th Street,New York,NY,USA,Washington Heights
182,2,Single Family,2,2,1,11 Sylvan Terrace,New York,NY,USA,Washington Heights
183,4,Co-op,4,3,,"800 Riverside Drive 6E, #6E",New York,NY,USA,Washington Heights
184,623,,623,,,"AMMANN, #PH8A",New York,NY,USA,Hudson Heights
185,578,Land/Lot,578,,2,5 Red Rock Island,San Francisco,CA,USA,San Francisco
186,3,Condominium,3,3,2,"338 Spear Street, #35D",San Francisco,CA,USA,San Francisco
187,2,Condominium,2,2,1,"239 Brannan Street, #10G",San Francisco,CA,USA,San Francisco
188,2,Condominium,2,1,,211 Cole Street,San Francisco,CA,USA,San Francisco
189,2,Condominium,2,1,2,209 Cole Street,San Francisco,CA,USA,San Francisco
190,2,Condominium,2,2,,"72 Townsend Street, #402",San Francisco,CA,USA,San Francisco
191,3,Single Family,3,2,2,509 Liberty Avenue,Brooklyn,NY,USA,East New York
192,10,Single Family,10,4,1,321 Milford Street,Brooklyn,NY,USA,East New York
193,9,Villas / Townhouses,9,6,,619 Emerald Street,Brooklyn,NY,USA,East New York
194,10,Single Family,10,4,1,750 Glenmore Avenue,Brooklyn,NY,USA,East New York
195,8,Single Family,8,3,2,297 Pennsylvania Avenue,Brooklyn,NY,USA,East New York
196,6,Single Family,6,3,1,690 Vermont Street,Brooklyn,NY,USA,East New York
197,7,Single Family,7,3,,427 Pennsylvania Avenue,Brooklyn,NY,USA,East New York
198,4,Single Family,4,3,2,914 Pine Street,Brooklyn,NY,USA,East New York
199,7,Single Family,7,3,,731 Wyona Street,Brooklyn,NY,USA,East New York
200,2,Condominium,2,2,,Four Seasons Private Residences Lake Austin,Austin,TX,USA,Lake Austin
201,1,Condo,1,1,2,"832 W Oakdale Ave Unit 1G,",Chicago,IL,USA,2.5% buyer's agent fee
202,1,Condo,1,1,2,"819 E 53rd St #3,",Chicago,IL,USA,CHI - Hyde Park
203,2,Condo,2,2,2,"3944 N Claremont Ave #307,",Chicago,IL,USA,Has A/C
204,1,Condo,1,1,2,"1030 N State St Unit 41A,",Chicago,IL,USA,In-unit laundry (washer and dryer)
205,1,Condo,1,15,2,"645 N Kingsbury St #1003,",Chicago,IL,USA,Has A/C
206,3,Condo,3,2,2,"1159 N Hudson St Unit 1-101,",Chicago,IL,USA,Has A/C
207,3,Single-family,3,2,2,"6502 34th Ave NW,",Seattle,WA,USA,Sunset Hill
208,5,Single-family,5,4,2,"106 NW 101st St,",Seattle,WA,USA,Has A/C
209,1,,1,1,2,"312 W 5th St #507,",Los Angeles,CA,USA,
210,5,Single-family,5,3,2,"2458 Calle Tortuosa,",San Diego,CA,USA,2% buyer's agent fee
211,3,Single-family,3,15,2,"15680 SE Wallace Rd,",Milwaukie,OR,USA,"145 - Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada"
212,2,Townhome,2,25,2,"4264 N Longview Ave,",Portland,OR,USA,OVERLOOK
213,2,Condo,2,2,2,"1025 1st St SE #915,",Washington,DC,USA,Has A/C
214,4,Townhome,4,35,2,"1210 Queen St NE #2,",Washington,DC,USA,Has A/C
215,3,Single-family,3,3,2,"162 Southwood Dr,",San Francisco,CA,USA,
216,3,Single-family,3,3,2,"219 Ralston St,",San Francisco,CA,USA,SF District 3
217,3,Single-family,3,2,2,"5878 Macadam Ct,",SAN JOSE,CA,USA,2.5% buyer's agent fee
218,4,Single-family,4,25,2,"4001 Silver Creek Rd,",SAN JOSE,CA,USA,0.25% buyer's agent fee
219,2,Condo,2,2,2,"13604 Caldwell Dr #29,",Austin,TX,USA,Has A/C
220,3,Single-family,3,2,2,"1615 Glencrest Dr,",Austin,TX,USA,In-unit laundry (washer and dryer)
221,3,Single-family,3,2,2,"10668 Windrose Point Ave,",Las Vegas,NV,USA,Has A/C
222,4,Single-family,4,3,2,"4617 Ashington St,",Las Vegas,NV,USA,Has A/C
223,6,Single Family,6,5,1,1867 N Burling Street,Chicago,IL,USA,Lincoln Park
224,10,Single Family,10,8,1,2026 N Kenmore Avenue,Chicago,IL,USA,Lincoln Park
225,3,Condominium,3,4,1,"500 W Superior Street, #2703",Chicago,IL,USA,Near North Side
226,6,Single Family,6,6,1,52 E BELLEVUE Place,Chicago,IL,USA,Near North Side
227,5,Single Family,5,6,,1970 N Burling Street,Chicago,IL,USA,Lincoln Park
228,6,Single Family,6,6,1,1521 N State Parkway,Chicago,IL,USA,Near North Side
229,3,Condominium,3,3,2,"159 E WALTON Place, #31A",Chicago,IL,USA,Near North Side
230,5,Single Family,5,5,,2325 N Cleveland Avenue,Chicago,IL,USA,Lincoln Park
231,3,Condominium,3,3,,"159 E Walton Place, #22A",Chicago,IL,USA,Near North Side
232,4,Condominium,4,4,2,"9 W Walton Street, #2902",Chicago,IL,USA,Near North Side
233,5,Single Family,5,4,2,1856 N Mohawk Street,Chicago,IL,USA,Lincoln Park
234,4,Single Family,4,4,1,401 W Dickens Avenue,Chicago,IL,USA,Lincoln Park
235,6,Single Family,6,5,,362 Copa De Oro Rd,Los Angeles,CA,USA,Los Angeles
236,9,Single Family,9,13,,10936 Chalon Rd,Los Angeles,CA,USA,Los Angeles
237,9,Estate,9,13,1,1859 Bel Air Rd,Los Angeles,CA,USA,Los Angeles
238,6,Single Family,6,6,2,0 Copa De Oro Rd,Los Angeles,CA,USA,Los Angeles
239,5,Estate,5,8,,1680 N Doheny Dr,Los Angeles,CA,USA,Los Angeles
240,6,Single Family,6,9,2,615 N Faring Rd,Los Angeles,CA,USA,Los Angeles
241,5,Single Family,5,6,2,10801 Chalon Rd,Los Angeles,CA,USA,Los Angeles
242,6,Single Family,6,4,1,1504 N Kenter Ave,Los Angeles,CA,USA,Los Angeles
243,6,Single Family,6,7,1,1055 Stradella Rd,Los Angeles,CA,USA,Los Angeles
244,32,multi-unit,32,42,1,2391 Roscomare Rd,Los Angeles,CA,USA,Los Angeles
245,8,Single Family,8,12,1,10710 Chalon Rd,Los Angeles,CA,USA,Los Angeles
246,1,Single Family,1,1,2,2125 Puerto Del Mundo,CA,CA,USA,Fallbrook
